SID_QUESTION,VISITORID,SESSIONID
ASEGP_12,53a756c058441d481d67bcdb621c22c6,75ffaa2247fb3942705d854b76a2e2a2
ASEGP_13,38853102c40eeeb690b21d6eaf843e28,2193990dc4efa6a4c62771eba6047874
ASEGP_14,992c1efb75c8ad2b9c751bf69a71635a,59663c8b1352ce95f70fafae1fb276d5
ASEGP_15,c10c3165b88d44981857b772f1a423c7,91dfd8a1cb49fb1e207a2b99179cc5b0
ASEGP_2,c509b9910705d06c4b620a14ff6d3024,2b23813c50e64a5057f55d45f71b3aa0
ASEGP_3,0bf92cbfe2182b02532c00278149c66c,0ba6aace89736147135f82f538c444e5
ASEGP_4,77c4942072cd5696bde7541f45cbe0ea,bce2ef4b736e36883d61d7a5748ffe64
ASEGP_5,375334b04484213f9be139f2b1c7a0c9,2d1d2ab441ae3abd30e4becc008a1e3f
ASEGP_6,c72440b43631fbf24374541259c83f54,5f20c01a09782c9688893d3f2f36c67b
ASEGP_7,3316d409b36e91eb4c17a729f1cf2914,b29656af6f3db1f093af8ac85dbc4200
ASEGP_8,f56cd031e5063f6e53e3bd6ebe3b3106,b83a74a341bd5ac6f9a11fbf7838a69d
ASEGP_9,662ba43b84ca79ead5507a84727825df,4622402bdaa849b19933be5fcc38f85a
AZ6AR_1,13ae6b7e4a27567aa6d30f10f21cbcd0,34ab38bce4b707704dbd678ce96e92d8
AZ6AR_10,5c23f778853e1d3c9c288d8b6ccc8d0f,8f04c7e04043d1636e00bd744f41e6b1
AZ6AR_11,bc7d63dae51b89b3abe0aa8e4dac0488,78c15d8872bd7562caaebd03da7b3789
AZ6AR_12,14003e320ad1cdf949523af7e508714b,f5f41f1a1e5ed8c96fdb7c7a1c8f5256
AZ6AR_13,1172d200ba5ec4da7a615652039f0732,297c4bfbb380b23163d10c126b81e60f
AZ6AR_14,fb5d93c7bc617ed558d969c142f80a4f,1cabad3b8ad26ec20c02033f5f631463
AZ6AR_15,e70cda3bf0ba0da49012f5393c721dd9,ff8fb7c7eba88d6b23479f72f91fefcf
AZ6AR_2,c3bddeef54cb279652b36fd79f679d72,67f0449bba708cfead7951dc818818d3
AZ6AR_3,d31f86b10e9ba0a314d24fe6de3004ca,61ea8589c9f3c25bf35b3e945b97451d
AZ6AR_4,e9ebe2c2550c09ba691b40410ea8fa7d,f84aabb2f5066063a9b0968d14406812
AZ6AR_5,5e4727f58f2b9e72d0833e004c8f7949,8fe395d53865f425e17d96a1689f64cd
AZ6AR_6,821ed690ee98fc375ca46cc3a4770453,f5e3a3435427cc2594de400c8ae19d71
AZ6AR_7,8f0a0871986d81b8f37c7a4027b715b4,0e8e5d89f96b485c2e70ff4cdef4683d
AZ6AR_8,f03e98826428e5d28c6f5441abc88d1d,ad56459d0792b2b0dd13386171046cf8
AZ6AR_9,0ff44db8c6df7c5d18c29f2c4dd1250a,6ef3f3883af187b984626b4cf611f3e0
B2WUH_1,f70fdf78f49f9f307636a82c229e153f,4a3845cb4dddf2cedfc26479a350d1a4
B2WUH_10,04720d75f8f253272801bde244270df9,4786151e26884d3edb881e538cf4cb14
B2WUH_11,6646d3ba0781c3a70eb52da375fa554d,6081f44af4f8a07ef65797ed9d05686e
B2WUH_12,d7e585316a9a56634532630908cf923d,928df612e0f4c535c839113f1abb44f5
B2WUH_13,98e36377d23ea7cfc1c402818007cabc,fbd7004191df8e5a061aa6756544c9e0
B2WUH_14,92f38ea1e0322cb5ce855df7fd5d08ad,cc45eab402be91abd26b25974b7dc932
B2WUH_15,a284e2dfc1dce32bc148fe60b7eb5f95,5dc90be5f8822454a2ed814407c89afe
B2WUH_2,26bfa683bafe9a6ad4bce079efb38129,754d95efadff2bd708e5fe4800c93dac
B2WUH_3,8f118ffbd59a14c7a626d7a03a78170e,97c13a5333d04f0cb920f2d1919b5196
B2WUH_4,b174742789a20ac8c71bc5fe62a991c7,7aad7834ed34aaa4169127de006b85ea
B2WUH_5,f8dd5ab6203b47fb2096e96f93976f51,80b568df05c2c52f432278b835ddf1cf
B2WUH_6,1a37d89fad971be2dd79fcbe411053f5,bc5f42305721934dee31565cd233e0ea
B2WUH_7,7b2dbec352cbbc0fe588e96d1c5d0034,c6fff5d52edb8936a5c7c5d2bdc9751c
B2WUH_8,ba45cd75bc7e99307a251bb485a068f6,b033a8eefd37854344980fd69bf45521
B2WUH_9,00c0d1b901b7de8fb8fc3d107590c333,9f2f12cf9282b838d97fc705c9d762df
B3OKB_1,a1892673cb15e6e6f6f34a2eb8938f0e,3ce8ba1c8b928c9a1719ae02170eddb3
B3OKB_10,0de94c0984f2c05576075576035ef704,a874ec1d0c4b7ce4848ceb35f120688b
B3OKB_11,fec79747013498f8f80ca71dac3f131f,9d0245c13ee1de8e8123b9d5f79161f6
B3OKB_12,aa3d0d7bc92e9eace5b3d3d7078cc3b6,c27d07b53a568f379978628cd1603cfa
B3OKB_13,5a0846d915013d51224768d440d637d9,500bc422ef125e3ccb84afd5cfaef578
B3OKB_14,2a460709d0703f1255f0b19f51e15c5a,ce98fc2983066870a99b72ecb4a81a59
B3OKB_15,9639f3a1c294093ff72ad93ecb986b18,04acc2cef6db2fd3b9dadab4aac0c80a
B3OKB_2,10954ef5b68c1a4e3108837d10e458f1,08a98734beca33dfdc083599ef150c43
B3OKB_3,b6c62a7edf2627de46fcad7395bad3ab,69e8c9572e0bf9bfdd5cf3d8b107c56c
B3OKB_4,cde91a2a4df58addaed156268bbffb3d,a00a01cd522b87a67d7d2c41a5ebdcdc
B3OKB_5,a0334fc561efa288c07c7c4c968ea938,0f3af13f806304291a9d24847ab642c7
B3OKB_6,b27282147fcb8c598e94d84008f0f2b7,5c939a8c0c8368720e975148691c98da
B3OKB_7,baa7d452424fd83e291c3052a4838b1a,b63ac51f490dec21a23740c9d2c06fee
B3OKB_8,f7926b4f92ee46d665f9d2ff07e8b32e,8663ee39669d46670558efaeb3c685ae
B3OKB_9,fe45fc37fbdcdfc8c4c530d3c1f4a084,92c839af065a804384a3d31e8431bc8b
B45BJ_1,cac871c20cc71a4a81d24e146832c7e5,75ad10d3696eb398fad590754f986bef
B45BJ_10,0d8e6e929bffb0a55405eab28c6fddb0,1d230c87ae7f7156f75fc714ca47d3dd
B45BJ_11,ca9453653485a017301bbe65ffc897b3,4f7b7337bcb9f4a176fc0dff6c24208b
B45BJ_12,9184d86936b7e3fa71a4a89a43278821,f761d9cd254d88c51fa3fd30ddf82da3
B45BJ_13,65dbf1b8b296735f87258cadcd35c74c,379042e2ee64c7176aa5b798c820c64b
B45BJ_14,858238b18b58913794e2f0e4b9736f76,6fef9cb04a1c35dac772d840e48a58f8
B45BJ_15,9c15016a6a7691afc13005f6b390574f,50386c2ef7f6138ed41a633e226143d8
B45BJ_2,8963ea909446f9be608bb773977153bd,446e15e54abe9981e7ff5872bdade3b2
B45BJ_3,73b74ee329e5ff806c961b3450512fe5,3b7260d130359c4e8e221eec474d228e
B45BJ_4,e61b1277a1a83a9fe724e881cd0cb931,a4ad115e2aeac97054404a2dfd19ecc0
B45BJ_5,51eb61f40885ee241123dcd46319c714,60c9c2bf345276f81101eac9c10fd8c1
B45BJ_6,42a0ab250fc2c0f1ea642af453b67a53,a348b834ff6ce9942db4166212a136da
B45BJ_7,e52844bbcbc807dd904fe35464c1a478,73fbdf47a45f95d935d2e03924ad1c24
B45BJ_8,777d804a7392ccdba1517c6fb7c87019,d0c5114ebf1ff2e4f21dc80032d50f55
B45BJ_9,e93e6098fbd9681a9feed8c3de43734f,e32ca737dda98b4b445f3a8dbfb1fe2a
B50YA_1,5bc5d717f11247290994ffcd5cbda785,dcbdc412f411115069e996126d22a11f
B50YA_2,b4d1765bba288bdedaab135c788855ff,5328eb12af78158fc958d1cd5ca820a1
BC9JR_1,849f5193d1fae7a3a4d9d22a2719f602,b7337aeabaedcb639cd634e8f04533b8
BC9JR_10,dba364ea0c4258793eda1c3b648612b9,46c44f09a57e4d68ee4a198ed83f351a
BC9JR_11,7f5f61c60b73250b750d7543ae467db2,ee5e72bce76f40ecef40bcd4cd66af47
BC9JR_12,bd2bfe7d60eee741173cbcacf9577894,59b8d6b5ac663e79ab34350a7ecf47c8
BC9JR_13,b84dc70836ab72d59c79444c764390a5,5aacbbaecac3b58535148eb6281d0d00
BC9JR_14,5066df68741018d940a400d99f98cdb4,f4282955f90ee60cde98df2bfbb6d339
BC9JR_15,8e37dbe9eda0961e4b77a00759c1b957,dd386333cbfc5cee74abe53efefe5ce6
BC9JR_2,66010c705cfbc405650a9158705d4bf5,a6083b2029a93b1a0c926fee8a6b0918
BC9JR_3,352155cee61f12e1abdae8fc0992c7c6,3ce5fd1ccfceee30f39968842ce5d5fa
BC9JR_4,1420e43c48ed2907db9f7770c1757c34,3b1aa6be26f5301cf74f9e03473fda62
BC9JR_5,b92787493c899cbcafd3d5a9bd91f588,d11f08e8e093c5989a78f249bc79b955
BC9JR_6,151e3bf8084442ef0c458857be6618d7,536428114555ab84d1b697ecf10d1325
BC9JR_7,7b375138714e7b0ccfcaab9a8e28a14e,3ac863023acb522ec586de1d03c57cef
BC9JR_8,0ce1b5d4455c60c8820a6e8809b28bbc,c3cd23c25812a5d4014a87e88b0e6047
BC9JR_9,6438949b7850f41979b53c7b6906a037,5c46a939dd5b02796c288f80d72aaf61
BCFGX_1,37ce225b5e62bb0777fe46d90b4db3dc,32e9c15276548139fbc027c8f610eb04
BCFGX_10,9b8f95ecbce917f705283b0270409512,2e058bca000567560e95549532318b57
BCFGX_11,223c998cb901c2df1fae84931c285031,0714340fe0b7bf7e207dd252c8d4f13a
BCFGX_12,29bb7ebd5a0737894e205b134e3f93e1,913d2908212690e561ccd00ebf2d6de8
BCFGX_13,50fdebfedc5625b5684292cb6835ee61,51e5842d13348734a653ae5429cb571f
BCFGX_14,9525816eff384002a94572a79784fe45,fd7e9d653f99968edc8aa5074a8afe2c
BCFGX_15,b31efc5cd19c8b3482eeb2f3b2cfba67,ea38201b8a694f02501ecc68f06f8c1e
BCFGX_2,77e2ec5bbd4a0ea095cc811940fc37b9,56cc780d438bd22ad1945aabcc7002f0
BCFGX_3,729a80c40ce87b4860dd8094786b22d9,1c50687f3b3c0b8280fc5e855a97e9a1
BCFGX_4,5f17d5194dc78394122df1f6d2770e5b,c91351e20fe540ebb936c4729135ff75
BCFGX_5,6a85ca69b784ecae82325037fadb6d90,f10daa5c7c7e9a0369dea9be47c418af
BCFGX_6,66d72f4f1133825b782b76e2e63138ba,e6a826ffe62f84b7059d6e0474a99d12
BCFGX_7,8cf37cd79b0871eacaf4acf8909a8626,8896dd41c0cff3bdcd19e371bb9ce2fb
BCFGX_8,36ef007041e7f191eb6ddbfafc0f549d,be9b15b6b40ed7f5277ba26637381cb3
BCFGX_9,13232dd24298a2600288455c0ccd5d21,14e4b1d01dcbd22b12a49bfa2361098f
BPUXY_1,15bb7d35c2a4db5ae5e5de4de209b12b,6d066885962997b3d7d70ef3734d4d4b
BPUXY_10,9f9866f4a173118f1b0e5aca1de5714d,3bc761c923cae2475e3c1b5c77a68f36
BPUXY_11,a9686a39b6d35a37b77a51fac079770c,b19cfa797ec3c1ed53b221427f4105c8
BPUXY_12,ffbafa58bb682ff8ca6c527be25fc379,b08eb451c08d6ef58e1da542425651b0
BPUXY_13,8ff801232308cb7d643995700a5f9447,a8a268704fe19db9ea5bbf48c6240b89
BPUXY_14,0d0632ca8efb47ab37d74996e1f742c6,a843a6d6db0e2f68937c07935fc6f908
BPUXY_15,2c8374e7d564d9f1f8a63a4d9c286a9c,330f82109417f43e5d6fde9cb2713b2c
BPUXY_2,bda0bcfa4ecb4e469437c5371f6febfc,92a6b7d733959e46addae10a7584b03a
BPUXY_3,e4c8ba38db323b8bfd736df670ea9321,8dc5cd08067b405540c9c005187a6a02
BPUXY_4,1dd59dbb18769c8eae50d880cbf60035,92162d2efc28a789bf3c9d3c0ef4c3db
BPUXY_5,e2cd20ed1e09eb20c2f4e204815910bd,54be572b8fadb2b1fabf4affbb10b214
BPUXY_6,5a46fef259392f4cad082cfa4957b405,8d5c55fd22d025a2dca542f3c73f3513
BPUXY_7,d59334375f25d95c78d720127534a908,79d0d791c1520d16256c614e3fbf6bbf
BPUXY_8,948655bf3de12c739d068e22ddb4e018,6afc14dc9f67801d9eb823da8b3d5057
BPUXY_9,66347aa2b8f222815729489609d3811f,3f0243adb7629082ca024d8f564d20c9
C1LJW_1,b6908a1e7d7d060e6c1d9d9ff55a11bb,e75e328796b7fbb303cd095b85214817
C1LJW_10,bb29dec0d97fd00a66693af7e4bbc16c,29b40d96914aa95914ba3ba41216bbf5
C1LJW_11,ce2b285664eda8fe08c3e8254a9d5c8c,166c71e98532b2f8ad3ef847cddcf4f1
C1LJW_12,d6e23ae7bd0234eb973694c221a000a1,12b8c3b83a7159acb569d1b36f666ec2
C1LJW_13,022c8c43e73f64d01f09e5f645036fc0,c0bf7d5df330a6bc0394a00d3e445144
C1LJW_14,b0e88f29555fd34a46f37006efe0b972,85db9f2240bad6347d4031dda740e268
C1LJW_15,06c9d6e232fc4c2142675e92bf821153,4e0533cb48de0e3e574ff2b20df5324e
C1LJW_2,67f8810a7309a3e4cd6b163e06656f96,d0b5f4016147ec904fb8f095243ff777
C1LJW_3,654ac118348e14a9193c0c467c965db5,b8e294998cca811713a7e76430728ef4
C1LJW_4,ff6a6432f27e3a6b2c9d48ca7a4288ee,6c9e523124f5d3c5c722d69f6f104ced
C1LJW_5,3d00cc5a64b7173a2862055ceb4b35e4,dc223016427211005715897e2fec7cc9
C1LJW_6,4a4d61389c06fe925973bbafb8c8c23c,92ad867cd87ebb863c451952c5d1fd19
C1LJW_7,8952162a7765c4f1b2998a8b9e9c2288,b381371194f74ee4bbb968ab7f492e29
C1LJW_8,bbd30eb1d399e846b5f8805fed1c0e12,2cfbe45b09824440baf0964a015cfd85
C1LJW_9,3ff5b57071afc67c53a72703ca160b3c,b6f78bd572da69753e71566030cabbac
C68PP_1,f34c4712590049b4a3b041207324aa66,fae2b3a419fa71f57ff1e7f3f590ec59
C68PP_10,e37648a37fdfbf2243d7df51cce4871e,76a87cb1e2765784d7d4415b08951613
C68PP_11,8a84a877e0d53daec9c366addfbd21c7,0a0b50227b80509066d3bdf91f604ebe
C68PP_12,5aa2b760e11d9df6c663f1d446c9bb2d,ac4b7be355bfbdf845c4cd5d657198cf
C68PP_13,b3ed8f5423586980c198417df3b45239,5ab1aeb478028abbef5f583552bdbbb3
C68PP_14,7014ef0a6a2881442820c3a5a172fc92,e40d8d9b89c485956c62ec2fb46ae3b1
C68PP_15,d63b7c0e1a9d8a7e313151aac1c27d9f,cb951880be940837c44234b38c1b93db
C68PP_2,74523bde6100a0be420cda87eff71a59,74d51d6c420696f12f7ba3d3d4d7a7b3
C68PP_3,0859b9d330334d7cf54ed4e2ac9f57a7,3aabac3d9b752b42f922eb2d9c7f8295
C68PP_4,c423f0098f662ad697e68df00bad4f30,c590f9541e179acba9897ced1af8e01b
C68PP_5,2789e6b4838bf48fbb8a3eb6149a3ee0,97327b6bb1e8c1504db1b9ce6925a999
C68PP_6,4661466b31db3392b8dafcea5fea1e22,ed5405047518ae421bca9bdead0dc2b9
C68PP_7,c4923bc136b27b1427147c74887973da,b75ff473925206e27a8ac8eee7c6acf8
C68PP_8,74f9dc4e1a5f84caa7cf28387c20b29e,38763ef6331db46a089ecf387a993497
C68PP_9,110ea685c2f870f55d0a0ba1a1f0f91f,722004a0cd0271f871964b9cd4989962
CLCLF_1,7be704197cac651b77c4e9a5d57f7ec4,ec5d8fb0ccfc462b65622a7fe48a3320
CLCLF_10,66ca005b3db2a93e4258abe9263e61b5,37bc28e7bc9cbccbf78c58f28e1db830
CLCLF_11,a53335057dc46eb1e1ac677ab9c1f0e2,2624dfd8b39bda21d351e6459b16de70
CLCLF_12,c70ffd1d07ddabb7a5c6bda09074e752,1f3de6346e85a484d5c233be56b20feb
CLCLF_13,59b097269868190bd413894b9862efc9,56e441b9caf35276a3d364ef4877acaf
CLCLF_14,f0abca364912e9ff82dc9f7afd827a47,d5b19b4935a93af22c11d0b6f7527406
CLCLF_15,288d1a3fea848e2ad2eb7f2d52ca1cf2,20937da67b5c3c96288b4b51007f0cdf
CLCLF_2,603d5b9d83768eafab95059ffae7e0c1,0c7f25ee3aa72381f3b27f9c437a9fbc
CLCLF_3,161ede142e15e8ccd200652f6638d21c,ac887a7d87529c8596f4f8af51112db0
CLCLF_4,3e585a5b12c19f8e9e28cca1772c5a00,064e9ff694988b7f3d8e4bbc1d9cb1c5
CLCLF_5,2a9a4945c99e53d34f2ec6a0566b3901,ce4ba53fb1fc1017648a9d9c622a9b5a
CLCLF_6,5fa8979eeda130fb18b409e17518cc89,8e8b014ada7ff7422b03b83f46771947
CLCLF_7,288e133e572414970e91a0b790ecb5e9,e3d648768451e86e65f570e8a02ae172
CLCLF_8,81644651a96c38f928e8b2ca3f5351bd,b0a174e78c8d1a8e55a71365ad60f1e1
CLCLF_9,fb199d80405683b125c96d24ad33615f,78940064801fb941d00913cb57bd8b07
D2B1E_1,206b4ba47fdc01c034bb218a703e6a3e,7452a8583dc7d3805d4871e661e3b38a
D2B1E_10,553e342e01de7ef3df24591db01b0d67,c7ac72137201f18c78ae6bdc6b4fce02
D2B1E_11,2c8d2235c12fede39596efd482ed42ec,a14e4ec753b9cf50322191595642f591
D2B1E_12,a697b153c5bbcb3ca7588ab746419ab0,e4729c4e23c71d0c4d028c0d2eb70203
D2B1E_13,4e8895514c4780e5a52924664187f6e4,99302c2b16430c59ad6a5f9da255f93b
D2B1E_14,1692e761e31bd758d9e48d28f280ee9b,26fc29cd48ad889d6343643606da965d
D2B1E_15,ac457c25cf1a0727890f2201ae3d5755,819a73d518fe210b60d3934896a373a7
D2B1E_2,8f83842f8e3d79b57c2c7c0f2242eea0,5462caab267977fa57c0ca54a35ec7fd
D2B1E_3,bb036e4a63229257abdcf9c8c7c2ec53,d3aa258d0405e9c391379657146f856f
D2B1E_4,0cd22cafc864a141fb1f07fbb5962de6,3a2534694d38e91a41ea287a227be2ff
D2B1E_5,515b1d7db3d0bf8d3c82f399f047c298,7a72d00c2dbdf89678dabf57edd0fef2
D2B1E_6,8749d39a60808f1be69e002656cc1699,274a8972a7dd835322e4e1225ee25555
D2B1E_7,87c0a2758f4e6078e17e3e1db7fd9fa0,b60cb6992f28cca1ef4bab5f127aaef2
D2B1E_8,e92ba4f135687974f26d0b6a5221a413,47fb918b5937f43d562943c6fd5bb6ab
D2B1E_9,d01847a399e4128809ae12fb2b047c80,1d3180127dd7775ac9198e0baeccbe3d
D3NJD_1,6d4fc74660f4b4f414e06689156f7c54,bc407ca80d1cbb566adedd373c4ff9a5
D3NJD_10,9e7a20da0d9a56a8bf90f98ef61d34ec,a442dd822a3c70bb5a1cd879bcc98047
D3NJD_11,e7a45d6208329aa88918571873c3a83f,df999c9858d08fcd5f4c12500b52a41f
D3NJD_12,5fd56f2e502241647c2553afdd62f814,940c7b0e65c520d84f37b1398e41b3f6
D3NJD_13,61f2ecad61313160f43cbdc1b0bad438,3ab335e4c4683ebab5c54d9212561618
D3NJD_14,332a11079d960e3533f00d43000ce41e,2cc76d178505141083c713b595617c53
D3NJD_15,e2c6bee635e54369edb8e9640aad7a67,239da688a78679b18ba159dcf0dbd1b4
D3NJD_2,6c89defae633744dba132ad48c73b669,e0f6d8a0b81bc11e1e82816527f13006
D3NJD_3,f94e415729a25ae42d485f3f900629e9,e7b06be58a275798d47e089a1e567d76
D3NJD_4,9e45255c4ff96868654439e04726ccd6,93460387dbf98562fc2f139181f39e19
D3NJD_5,baab1eae0b396682f1da3a55272b9815,64f4500da38a7523699c53d037fb0c9e
D3NJD_6,f6af46fa6bb7a14df0ef4f050f58de8a,173ebb79872b5c16eb548a2b58d1e7cb
D3NJD_7,ac39f1446388d420021d82e28122f645,af6d17f61d0509a7bdbfee8ee2a37563
D3NJD_8,ceb08e2bc40d03a23f1370f972e914ed,18d53a06547ca3ea6b52a133fad05eb7
D3NJD_9,213a6e3f8b8c0eb75b66bbc90b2c2aea,2dae49bac049f83d8c26f29ec45543b7
DC2Y0_1,c2e264f6646b0166ca40642a15569377,87e08371696142835ff597ab723dc5e1
DC2Y0_10,355f34378ff5114668ae9e7c9024d8f1,8d45420a23e5d7985a4828f0209dbfcf
DC2Y0_11,61ac0db069208af2497593147376a472,38444b4341bb377c2f9b6e2a33728141
DC2Y0_12,bb06505f5f605b11d3399ec16dde46e9,8894734b186b3dbe2d22e71413f3b2a0
DC2Y0_13,e022425f896303c1a0c45a2996aad4ad,d85a01134a6811ad0868944978ab03ec
DC2Y0_14,bfa1f735c8df737da5e21dd4e9a58df5,54f9a144e7a9fe68d299ee6f392eacc3
DC2Y0_15,6a4902efd4d00a2a4d6266c17e0bbc87,bb5ffe3419c63de5dea9e6167b762798
DC2Y0_2,9ace24c6eb85e9440987732b5155b7b6,56d274d0dd88e098528994cb492997b5
DC2Y0_3,e7b3df2a3e040559dfcb225b0c5388cc,14d877f599e65c5374fc7af151dc173f
DC2Y0_4,e73bb13484adcd1a4d7d7782c35db636,aba0a0c4495f7ed0d880b34a2f8b80c6
DC2Y0_5,6978eef49322725e18f1aa57a0d06799,6704ce9d6d4a89ef0678c3b5808ad6cd
DC2Y0_6,32595b147766139b3fbec94d858001db,c604a9bc497c200352678560e840304b
DC2Y0_7,9e54fc715b0961647af48f16aa5a1c45,18a1ea6123eafac6cb5dff961a8f3e8d
DC2Y0_8,23e824402b9fafe679360e629207a895,7a8fedf10687327e641904df81f53c11
DC2Y0_9,5f13ac3339fb729745f8854cdc39b14b,50250d8a6e6bbd79d949faec0fd871e6
DDGO8_1,34c6d35ceb33f37f0fcb773081eebd4d,1f1937608626d5c6ee37f3d21b7c8dde
DDGO8_10,6e420789a22c445cab9c43ab9457ec3d,dbc182529a152b9dccb3ea082dcba999
DDGO8_11,d6578286bc6b41fd984efe61b2bd6595,15e8c5dc78a20b342fb6464076605bee
DDGO8_12,44e2606f56dcd389ed78b23f9889e9b9,2c0568da314e56fca5853e639a7df7da
DDGO8_13,196d4af49e382e3a84dedec466afb6e1,1678aa5b134ea54a3d39ca6415845875
DDGO8_14,f44f2452dd6cdfec75bdb9d8062ac146,b5c68e75ccbdc2f5021d81e4c3b419ae
DDGO8_15,89f0ab6405505780135cea1cafbe32da,93cd9e7c7922affdf54f8d5005f95e04
DDGO8_2,560f221bac080ab7abd735669b045013,b65b26ed1689b493681331cb8ccf976e
DDGO8_3,23714fb5b42543563ec9f30e254229d1,424baa5dcc397db929dec4d96c6c54dc
DDGO8_4,455ee1e0560448933d631f46ba79864d,3173cecc83c7f1c03f90b6db28832862
DDGO8_5,e476245524bf8465b41d7f6065b2aca3,1f8dbce50101501913bbc40deabc7c56
DDGO8_6,57747542f80086bf2e81fe959e6617ec,62cfca37b1e75cefee19efaf024d46ad
DDGO8_7,e759162112422836702ac73085d09148,0ea8f92321538681105214d1b7360884
DDGO8_8,77f42c3e91199e3c16ad9efaf924fff9,4477dc877a43b4df9e0f8755e908387b
DDGO8_9,fd1602864507ab38b1ceac5154f119c0,825cd615f9c97f04f74a8e3d7c4ea66d
DF15K_1,c417a740aafd48146f5779955e59af55,f6e1ceb9a6ce409fd9790292ff525b9d
DF15K_10,16764482a285ae93c54e99d3f2ec0ae9,b72458b25e7f2b0927a45db77413d4bc
DF15K_11,8dbba8ff41ca5ee65182c1ee436a4633,914dc12dd658aafd0398f047daacd61a
DF15K_12,6655426f1e8055ca9a0783ce70427b92,77ee3886e054716ed5ea5c89cbe8b633
DF15K_13,ebfba4b79e3b88e2fe7ecd3ba1dd3a4c,19b85ba80743a3397d0918596eb7361c
DF15K_14,20aad59ffb43cfb4b0a772ace6cb3a93,cf9d67b0d3c0851173a419c2ed11c2f6
DF15K_15,34991d93f1159367a7144f5e39a12e5b,8e224708963b5e93c4954cdce10e6a03
DF15K_2,82144b652ded0bb578cfd85ed6e39abc,33e50c1da05c503d505c988590805f66
DF15K_3,9ba1e5df2042ca4416de18ef4154ef05,0655ee93420f560f879b6f9c9b35321e
DF15K_4,b342077c593d13fcc28d988204674da4,ff4a1fbf2e89513aed18281ca1f7d183
DF15K_5,c0cf9e2a830e0a7f316ec20a7dfc05eb,227de5ea5304507cce9fd3396c3126af
DF15K_6,91f7e2cfd4628e1e54f271ee07f0b9a9,b85dad1dc754e18c127a21eb5efbc2a1
DF15K_7,94c7469a3b8b18a3c407467e11c64705,3beb58fa547a707bbd09b0eb935fea5a
DF15K_8,a37b5e018514fe989ce5f0ebb1832793,b94865022f3e0fff591f2584c26c83c7
DF15K_9,4ff955d2856d1839eafa57a471e014d1,abedd751709ff9ac221227a8900e554d
DF3OH_1,87169da95cd34d83be79769c5fcc53be,9c66356d0556b95b27aa7bfc190f2546
DF3OH_10,4e50c3fddfdcf735b56edaaf0e9c7488,159fc95bb6aa628c316fe00e87a52c4c
DF3OH_11,38756fa15ffc6be96745c6c6a6c01a5d,fe58636148002f5c4f224243cc33ef00
DF3OH_12,300c86fe102488f6eaf58cedb9b2169e,324bbf26aaf2622daac1326c9bfb87a0
DF3OH_13,87a773a07f72555385d22b596356c434,d7561dcb1eb62f29fa09ab4775edf73c
DF3OH_14,8cf1fe59a206b4b6b2bdf3e1f0511fac,ff4ea97296df5e6793b4e3e8f39f8e97
DF3OH_15,32a1bb5b1f84310bd79ca7dd0dd0f449,7ba9e010a9990db15514fb041fd8ed05
DF3OH_2,5c9425bcf5d3db8dfd73d98706d43bf6,47bfc87b8fa5d292ab71455203dfd5bb
DF3OH_3,0c13b1998bfbc90d93b12b2f4e14aab3,89992e63308aa828d170c8b64fd4177e
DF3OH_4,d79581f324f33352333269a96e29ab8d,9b2ece685481060b7f1a1b8377b09c0f
DF3OH_5,df62145222bf44ff88a34c241e2d7b3b,e0135cdf95a33b0821b7ef89ccba6035
DF3OH_6,0a8e687b5e5d559f5661fca0faa513f2,88c48625bf429fc671830251bf0be11e
DF3OH_7,d68e85c135f8aa6708695c8cea55fb49,9cf7497f7949b9c8ec9ec8645b971e1e
DF3OH_8,cb9a3a7be75fea422f4e6c27f771624b,54666d65bce160065a4136c3a69e6cdb
DF3OH_9,91f97b5cdf1f3beeea5eb411a2177112,bd4879546cc0370f18ec52e68f1492af
DON7Q_1,929bdee86ce5aaa4d78571c3dc570a81,d9f2a6c39645dfad40d0d7946be869ff
DON7Q_10,bc6b5717587cb5b3ccbb72e6bd9b39da,3af25e19dde60cbd56b9f5699ac885bb
DON7Q_11,e2512cc39f7cf3c1b7246e2732e7a152,7716a7bde661fedd846f5aff8a43ebb1
DON7Q_12,1246de46c92d09380973e86364e3ac7e,012635fa40041c6b55014d8301c59bdb
DON7Q_13,37ef9d2f7d4987e4b6c6ce8d6aff9149,8024eadc99e2c9ebe9f39bfbbc000bc9
DON7Q_14,fc2e15850858f1fe87a4836363cad523,bf07d70e38c7f24d3ee192b9f60cb84f
DON7Q_15,ed9be8f21c85802df961fb06d99f4603,c4732995015f42e0f2e1d258a4645330
DON7Q_2,c9bb37e8539c47ccf34fa8d9b09ef51a,882a051c9bc73abd3a600862038aab32
DON7Q_3,e09bc417658fdff65375931eb7a3929e,9f834ca4de311a6d1c7137be12a24380
DON7Q_4,74ba71476907b98555c4451bec682908,59626b6e91a6078214ba420624ebc9c5
DON7Q_5,03aaa80f296c24a3713eff4a4d614ef3,1e75b04faa352768563eefb40a37af89
DON7Q_6,65fd21ce94722ee08240945374e3cef9,ec3cf7623be18e8e2603a634e2a64713
DON7Q_7,55e015d40a586e7bbd582819aabce025,ecb8b8684adde579480abe898537ef79
DON7Q_8,5b3b90946fe5b7cfe4068a24fdec8099,1f7efbe2527fc31d1f36f71ad686f320
