SID_QUESTION,VISITORID
7K5C9_11,6d7da5dd8047188cab180e1e94e49273
7K5C9_12,07330538dc1de7a29a40f4d8aac4ec0f
7K5C9_13,57aee5e0b665f5955557cd57aa3006c8
7K5C9_14,0c65c54c66466c8a43afd35de8a3db14
7K5C9_15,87fa37a9b7ee001ef663fb76b0b8b2b3
7L4J4_1,c94bde6e91c5a9dcc8f219f47162045d
7L4J4_2,f2bcec3149f85e01a3548df2c99bb512
7L4J4_3,5323b0f4725ecc5c45db9282d6acde4b
7L4J4_4,2e28185e926815ab6b29541cede5d7b9
7L4J4_5,151f1c7cb1f9d2f3629546d9131d30b3
7L4J4_6,f77149a85e388e6cc1b12f9b810032db
7L4J4_7,0ef34ffececa184941f3f09118e7013d
7L4J4_8,12da45c35fdc13215c0ad43a4979aa8d
7L4J4_9,6611717b0377c43106a2809350634f5e
7L4J4_10,9dc24f57a2412b67882d51ded243328b
7L4J4_11,e3bb144a68d27cee7e9229abfbadbff3
7L4J4_12,a248f77ce7c88f1e1819e45d3a817d98
7L4J4_13,2bae8ea56b08acfb9e24459cd335bb7c
7L4J4_14,276c1767d8adc8d043ecb43ce448021b
7L4J4_15,b89fbcca6021b295bfea8b1f6775ff56
7Q7KP_1,306bb2a844a556ea2bb136d77d96ade6
7Q7KP_2,c4e58d7b0b723025329e17ba00edf4dd
7Q7KP_3,d511c3f0a054b6b7f114fcf540057d7d
7Q7KP_4,944d8ca4c1415d52bf1746156074f966
7Q7KP_5,e14df3490851caa86d587579ca2180ea
7Q7KP_6,bd40638de8f1fd4642d076ec99280d10
7Q7KP_7,507717d6020f01e1d7ed2327c039ab49
7Q7KP_8,db0f72f5c127965943a242e55509d0ed
7Q7KP_9,4e3b376bd2fe021ada0bf3b3f85cba7c
7Q7KP_10,44d5fa21bcc475a604d73e484b6de421
7Q7KP_11,ee553c630626e25015310347262f87c2
7Q7KP_12,38eef98c31b0a1f0e71972315f7f4f40
7Q7KP_13,dfc5ef70eb51202aeb4272b7a8c7ef18
7Q7KP_14,91f67f6f6c968af4ef0ff50f7dac1bf8
7Q7KP_15,dcfc33d26be46f8f8b27ac81835cb32a
7RVE0_1,13dcdbd8834584ba2e961ed9e7d0a967
7RVE0_2,1e5ea3fad7ba6628459dd8052bb61f69
7RVE0_3,4ff00a80b040cbb0039431567b7efdc3
7RVE0_4,beeed98178fea2f86250ddcfc4f1bb1b
7RVE0_5,c0ad0589d7a0423ae7a0a2d9f3cc189d
7RVE0_6,d4ae2993a3bf8ceeb53b1921eafff249
7RVE0_7,1fb37499a00f86255088f581ddffd3f4
7RVE0_8,f2b2181675decd47baaabe24a52421d1
7RVE0_9,4ec28eaa254fe6469c284ca850de5f15
7RVE0_10,a347640e0b336aed945218f7eb75f7bd
7RVE0_11,f09e10de61d1b22ffcf807ab7f371411
7RVE0_12,bdbdf15bca91c9de4285ef6b1f8a2b25
7RVE0_13,dd2cc1db750b53229e405f456584d1d3
7RVE0_14,14a760b47b94dc8e71306fd7a4d1424a
7RVE0_15,395a79cf44ae933a4175b0bbb2e052bc
7TRHG_1,c2d0d03fd7f6a85d72e4ca06d7504057
7TRHG_2,e5f1c009d97f4b7f8c5ac05f638c86c7
7TRHG_3,c39ae501392faf55e69f8c615677e505
7TRHG_4,a020e463970f274418a4b56561d39648
7TRHG_5,1188100f8ce17d1c42929b8ffddb9bc6
7TRHG_6,4be9b98646aeec935697a52cc3f6cdf9
7TRHG_7,41187837c1c37d93d76fb8ad7a07be2c
7TRHG_8,e43bd25db3dbf5d7bd6651428c25438d
7TRHG_9,95f473bf237bc65c3cd80c5de9eb4a2e
7TRHG_10,55e683b0edf84e2cf8fe209ffcc0b7fb
7TRHG_11,4d5604d4873fff8c1eeaf70071165025
7TRHG_12,0c6310722e52e830b6d9e8e8d35b5004
7TRHG_13,57c6c85cc6764ff828339a624946a07b
7TRHG_14,a5b0719f3205f32118d83901e52e00f0
7TRHG_15,7f8c6997beb3ebc4ab1610400a146170
7WCYU_1,f14a5512b6dfebefdd8a8fa419de24a7
7WCYU_2,38a8180fb06410a3cf956a9f5094d47b
7WCYU_3,5f84d7988e4f1632fee7bab8be196608
7WCYU_4,36bbfb5a5011f7900ed2859d8dae94d3
7WCYU_5,ec7276deda4da2de43b3ba010bab89e5
7WCYU_6,bd5da0b399145ffcb073b4669f414a14
7WCYU_7,bacd81cb0c5adf4a3baf559cf2afc1a0
7WCYU_8,6131fc2c79aeb4aa53c6724621826660
7WCYU_9,6542d1f7003df4ac6dec83b2b16ad458
7WCYU_10,9d41ca883abf36a83bf6d9ce3625997b
7WCYU_11,7e5316214d70672e9bf6b7933be28283
7WCYU_12,714d81ae5650501d0f7dc6429137e1c7
7WCYU_13,c76ccff5c259e4258397b70f7672341d
7WCYU_14,339b02901f346479a027ffbefddf72ae
7WCYU_15,1b398ae8084a5996890c4b72ff94e34f
8970T_1,755828d90760522021d48b8f9ace998a
8970T_2,359a189519938f35ec8d5727169b2bb7
8970T_3,32766e90b9c157a196ef0ef189bbbe22
8970T_4,d4888d939f0874f0bd50068674f310f2
8970T_5,9e96f700338bf93ed0ee69454bc6fa3a
8970T_6,68f5b1f79b20b966c6fc40ac512fb9d1
8970T_7,59fa4d2811b822ff3ea82f5e582187f1
8970T_8,3554c0f879095f6b567fd23f8ee96ab4
8970T_9,ad62f329b41f82598f62cf5da3d439fa
8970T_10,acc37d38f2ca77c64c5feef9088959ff
8970T_11,7a06e162a0b3e3a93b874dca3a0109fc
8970T_12,c037a416ba801b281627231d30a5030f
8970T_13,7d0756b5664f6c0d757a8dd0b9aa61d3
8970T_14,2d7b52809c9e1f48e4a770c451a11e8a
8970T_15,bd94ed3fcac69dc91a300fc5abae3a00
8DU2W_1,0f9111366134c8c9762ae644be537057
8DU2W_2,8868dc2fb4f65c66dc3da13bee720d1a
8DU2W_3,80fa2fc4aee456a6622f33ab57d6de77
8DU2W_4,30f6ca34f50115fdfb603350e6dabd5c
8DU2W_5,cc3f557b6a17e83c1de2367601431fa3
8DU2W_6,04405743ade84d64db3caf8f9c79a8a5
8DU2W_7,9f3f98543e11cab55b7437e7e5f92dc2
8DU2W_8,f62ab5f2bbd1387f3246be0cd6c138f3
8DU2W_9,22309e87ce74761a4bf964efd1c00527
8DU2W_10,bd50497e489728a92ab677de967dbec4
8DU2W_11,d5254aea193b4830aa643e0f52d0e577
8DU2W_12,91a2ebd41f2282a1c02f4db459ecc5b6
8DU2W_13,989d4691d7914e25ac345d1e3167e9a0
8DU2W_14,4e922d2257b4fca2d222ef1bb2c7273d
8DU2W_15,bc03f79cb7da19e5fbc33fa5be77c190
8V51R_1,e8093fef64b1b3ce17af3278365659cd
8V51R_2,4be8a1ab812a22e1c36241d963ce9b96
8V51R_3,69c49a1543b69341de3207f06486d787
8V51R_4,bdba284b019b1a166a75acaa482f0ce6
8V51R_5,7f60a8588921594de3c77c48144ed024
8V51R_6,d4c5846f1a109d0308686b5b12bdad69
8V51R_7,b74e3440d637e2b597bb8ce7410b3500
8V51R_8,260ae00a8c321436fdb57137c8c2c4a7
8V51R_9,3bae6296aff32bda30a66fc6b325470a
8V51R_10,fd5f6ce867a0a561bf2d9d1acef7280d
8V51R_11,3024473e6b9e316c3eaec6b8a22f7e2a
8V51R_12,57280902318469ab57ce2b7a6e927962
8V51R_13,04563de8812b272ee4fd94fb7cfbe0a1
8V51R_14,8207970203ee5867f7aa92f13288f228
8V51R_15,f1277cf38b0cb89505a44fc5c8dda24a
8XBVF_1,2c0b3eacdfe9d8f5a5d3f5394e4ebc0b
8XBVF_2,dff313e8fe94ae67b248bcf80974d11b
8XBVF_3,5825c34ad0be9474346488cf7d6d1885
8XBVF_4,6ddbbc1b58af6d53032e7acb238ec8b2
8XBVF_5,18c8bfe3341182bc3606ebc86c439d75
8XBVF_6,9d1d0c9ac4fc9d72dba833bd7d13768f
8XBVF_7,1a165cebb8df63f16db266100c463709
8XBVF_8,778e18f60f8da6acd5327457ce3b3321
8XBVF_9,81309c6616b9e3ad7b0097b2580fce8f
8XBVF_10,5da49b11822ed00100ef7a79a32ec5c4
8XBVF_11,735ad89f12f3ea81082f166d93914b30
8XBVF_12,0de9b062aeeda1e4beeffcad1b263229
8XBVF_13,c40e9a5945e29505b36e6ad411966bb8
8XBVF_14,4be4cd40e8e0dfd3eade3322f8c1224f
8XBVF_15,114dda6867928bebe1ccdc7028a02509
90DXB_1,fb8a4e04897fef7b6536e52e08454643
90DXB_2,d962af59ea80c1a0dc4dca6a5bf0612a
90DXB_3,8da56a75fe4525c3c8d75e996fbded33
90DXB_4,afbbc00cffc0211eb4ff176583ccae45
90DXB_5,40d30824786f9fd01bca9fdc836a9722
90DXB_6,ac9805494cc1f222a2de5c8ed9426126
90DXB_7,cfc5c2b777a2c410a9428a2a80c87418
90DXB_8,07e9913457b12711a9662401f303068f
90DXB_9,ddc153e2f9a575861dae6c3c7cc52b17
90DXB_10,d707bd44248d974726c116eb75cd4fdc
90DXB_11,50dedd2322cd3856c708f7992862207c
90DXB_12,bc4f58aa9d7c51898ef7f568b5567a56
90DXB_13,8250a55e8b95d1304d5d2302e9bbe0d7
94FPA_1,81e5c3bcf8fc22a4620c812fe7269292
94FPA_2,68271a096b72eacc6981999d50d183cf
94FPA_3,29d1719f9d8c62fe23d8bbf87fe5cde0
94FPA_4,01be961ee028f753a8ec6d772c6874db
94FPA_5,0d93f83a4bd6f9469367eaf53564c118
94FPA_6,7bf291f134ab513ff52cdb025127643a
94FPA_7,32f4d82be2689731489256900dde79bf
94FPA_8,1deedaf7192cac709113e38eacef38aa
94FPA_9,7d2aa5fd6d4a3c4f39137d7fe0bf3e13
94FPA_10,4d38067e7fb2ee808e86b508c7b8ebd6
94FPA_11,a330b6e56890a85659e998f1d48b7aa1
94FPA_12,0afc2ff3dd4a43563eca5d5b1ddfb716
94FPA_13,87966ee503f9dfb5b8f78e0e5f010b85
94FPA_14,45a988a310a58c43043616583660a57c
94FPA_15,acd72a36db3dc5d52fbfdaa1ce640a4b
94NZK_1,ea56f702a7c9bf8beb82482e30b4fbc3
94NZK_2,91c21d128219dd14e9273426095b767d
94NZK_3,2c9282183fe5dd39849060859d43a5ae
94NZK_4,e7e9ba890e26e459723eeaa2e09a1f6d
94NZK_5,006939cea871d153684c05cb9103603d
94NZK_6,544cc89ab815ffd0a515045b253764a0
94NZK_7,48620a96c94ce27b74cb149c3d31d172
94NZK_8,39d58bb93e7a736085943497da806f8f
94NZK_9,d1c47bfbfa26590dc0b8d88515955cdd
94NZK_10,5aded0c2f5748100efa6592523af3394
94NZK_11,6e5170a02493bb46b44e58b74ae14aa5
94NZK_12,8c2c0f6d6b5b72cca8fb51f0b29a40ea
94NZK_13,26ee030c499701fa06c77a151dab6faf
94NZK_14,006301403f120d03a3d45ff082575e4e
94NZK_15,a11f4429d0c088c29af34762b84b6748
987KZ_1,17867c9271c0e0da278e1e43a9027290
987KZ_2,eebd570055820129c04520a03023d93c
987KZ_3,e806e696762c8833dc0ebaf675912301
987KZ_4,c32aff0ecc165aade11d8ca842015cd1
987KZ_5,7e2a80c95079742e3080a97c219b5aa1
987KZ_6,03e1b9b06feed2160425006a73f9f182
987KZ_7,38916d8d06888f1dc6d7d8ef4c1c0256
987KZ_8,877c39d747892fcdb43603179e513a6c
987KZ_9,21adcd904ccfecf4fbd66c9f264a6dfb
987KZ_10,a951f702ae0b55921dabcb5b08408ceb
987KZ_11,449e09f677c7bfb3352971626b2fcd01
987KZ_12,6916138329fb378190609f9e25745181
987KZ_13,f408ba8015ace4d181ce49c71893fee6
987KZ_14,c04354061fc2522fe9651c32a490457d
987KZ_15,14879e9dbbf0c9b58c6f2ff7324f1dfb
9GVF0_1,62e76d111a4c8a65d2a7d3252f739a40
9GVF0_2,2c4a5fd8e5200a13506b0779f9b7edcf
9GVF0_3,73527043f0070813b92b9d296c6a0377
9GVF0_4,f4e4d4b4ac4a591a1b39871cd3ed8d1e
9GVF0_5,8314b09cd364eb67801ec8233623f021
9GVF0_6,3e3e8dbb697338066c2851ed2fb64874
9GVF0_7,a7f76a187072a67d1abc08e723c2d043
9GVF0_8,47fe37c24e3c50316570fce980ce83a4
9GVF0_9,e7f02cb8e48f3a630d46a992345d618b
9GVF0_10,bf368cec6fb55015fd800ea0de127715
9GVF0_11,11ac282719416da77a1946041d3dbef2
9GVF0_12,a93ecc672e58cda2a6c53aadb779ae2b
9GVF0_13,6d7b722959936b8ce52ce6c634bb4a92
9GVF0_14,6bfe881fb08796653d11a87ab071a000
9GVF0_15,4a4eaf1544b15aa82442d77994243dea
9N508_1,30aac59d3ba3caab2b32944d17da2fcb
9N508_2,6b7c884ba0086f62d218cf4bb42ff233
9N508_3,4a5ab28112b92e08b95076e90f26cdbb
9N508_4,b95a09fb4b0e4239fa7c4ad2d4f433b9
9N508_5,5df0982c916bc7b1d4dc3670fd78133d
9N508_6,7df63d25a06eb107e5fb68efc38bcbce
9N508_7,05a16ab370577f1351e9309b0a6d73b7
9N508_8,11a65ba99f5aca3e893ebe5f592cc9ad
9N508_9,32783a2a9bbd516515e985120fd86a6f
9N508_10,fdb7f34ab82356f408fcd85d3a28856a
9N508_11,0a19fee7231f61f92a48eec75b8a8140
9N508_12,ce546f6a1779d32ac331f6af8d0a3a73
9N508_13,284c880f693e59c02479fd1fb416632a
9N508_14,47d5f33fde2ba7533c19f540e9e66038
9N508_15,32979468df2cf7e1ba1786808d66a1f1
9PGJL_1,dd6d3d27958e97970af1916f669150b6
9PGJL_2,79d8b2a9b99191d05026a905ba62488b
9PGJL_3,8c1ef4d379da8d33116af5d28dfc744d
9PGJL_4,93a444689c4a8bcb24c65d40c453355e
ACPUO_1,8c1c857dc9bd7747009c8f6b279e4566
ACPUO_2,7c3a48988660405e0b539fa7f4bb8c59
ACPUO_3,740ecb4e040443aa868f37159bc123d0
ACPUO_4,6b59e6e9370ed2126df91d19e59078be
ACPUO_5,75dd5db925bcf7df3a46afdc956378b6
ACPUO_6,374a4d047824decb6f592bd14b6410ae
ACPUO_7,39df9c2c4a789c3c7b3d48ceeaac78bf
ACPUO_8,34efbefd9bcafbc14508c14dbf900394
ACPUO_9,bfb05ebb53b76519eba27bdab1dcd052
ACPUO_10,ad936ac4e342a0dfc7fb4eb0358d9305
ACPUO_11,99e2bea22c5420bfb85d96de0191b0c1
ACPUO_12,6fdf6a7299458a66e675f56df256b898
ACPUO_13,c594a04443ff72dd1e1a942f33954214
ACPUO_14,aa06400baac253435872c45f6f06c3d4
ACPUO_15,0bc634d69b9f1d17a1af70c8d16c0809
AJZV2_1,622a72a9724185a2d9bd7a7d1c219002
AJZV2_2,33d02e7768b3606383c2641dffac1271
AJZV2_3,44920d1ff6dc472137aca9d57dbb0952
AJZV2_4,6595e900fb73549dbd9cb83a39ce3244
AJZV2_5,7a43090f4892e278a2e996f2bce3feee
AJZV2_6,c3d9a710470d414b69a6f4a8684c1370
AJZV2_7,dbbdfd6f6c3b44b5a65167a6a0f58c69
AJZV2_8,f4313a35b4c78d5ae8e8b5d6e5467a4e
AJZV2_9,2a3d9784412466a11f17352c4a3756bb
AJZV2_10,3fdd4845e4d5d51e931f792291895a25
AJZV2_11,acccd44f174e0dd2f8e38bbf32642873
AJZV2_12,f2736d7647de622b906c662187deda20
AJZV2_13,165544d7e6087948cb5acf9da67c0394
AJZV2_14,ba8d4c67b1a133262c36dce0c06ca436
AJZV2_15,cf69adfa2135402b4cdcde644b211ce6
APXF8_1,4893e5c03668fccd946c83cdab744d1c
APXF8_2,db0596fb6294edd603c7cf575d01adf4
APXF8_3,8d69474d929bf2830aba66ad9549fb5b
APXF8_4,5d6005ead4a7e55a4984cc1309135a26
APXF8_5,1a155e30a23d349ade3516cc19e65cfe
APXF8_6,ea1a6d70b803ed9a339451b17b023ea9
APXF8_7,12f2515cd9b07fbaa44e2c2ba5c694fd
APXF8_8,d8420244a9fa2a6b30dd333195e2c3f1
APXF8_9,8d4ecf72d4ed883f6944ef78efaff502
APXF8_10,1e085f7845f3ddc5290f7fcb97fb126d
APXF8_11,e0c65aace14fc681e9c6c07609b3eb4f
APXF8_12,c8464ce65f483f9f8eac798cf2cea3ea
APXF8_13,d4d147e09bc6c48e97e4169c33de8e74
APXF8_14,0aa466cc57cdbb378dfc0568d9d5f6b5
APXF8_15,ef669604382f72c77e7b85e83a556335
ASEGP_1,dc4a8dd75bc53ccc009a6ceb1ad5bc2d
ASEGP_2,c509b9910705d06c4b620a14ff6d3024
ASEGP_3,0bf92cbfe2182b02532c00278149c66c
ASEGP_4,77c4942072cd5696bde7541f45cbe0ea
ASEGP_5,375334b04484213f9be139f2b1c7a0c9
ASEGP_6,c72440b43631fbf24374541259c83f54
ASEGP_7,3316d409b36e91eb4c17a729f1cf2914
ASEGP_8,f56cd031e5063f6e53e3bd6ebe3b3106
ASEGP_9,662ba43b84ca79ead5507a84727825df
ASEGP_10,45b6c609f8e02386e699fbed0d9bc6b4
ASEGP_11,e2f312d50aaf50fdbfe05ecae46a5c0c
ASEGP_12,53a756c058441d481d67bcdb621c22c6
ASEGP_13,38853102c40eeeb690b21d6eaf843e28
ASEGP_14,992c1efb75c8ad2b9c751bf69a71635a
ASEGP_15,c10c3165b88d44981857b772f1a423c7
AZ6AR_1,13ae6b7e4a27567aa6d30f10f21cbcd0
AZ6AR_2,c3bddeef54cb279652b36fd79f679d72
AZ6AR_3,d31f86b10e9ba0a314d24fe6de3004ca
AZ6AR_4,e9ebe2c2550c09ba691b40410ea8fa7d
AZ6AR_5,5e4727f58f2b9e72d0833e004c8f7949
AZ6AR_6,821ed690ee98fc375ca46cc3a4770453
AZ6AR_7,8f0a0871986d81b8f37c7a4027b715b4
AZ6AR_8,f03e98826428e5d28c6f5441abc88d1d
AZ6AR_9,0ff44db8c6df7c5d18c29f2c4dd1250a
AZ6AR_10,5c23f778853e1d3c9c288d8b6ccc8d0f
AZ6AR_11,bc7d63dae51b89b3abe0aa8e4dac0488
AZ6AR_12,14003e320ad1cdf949523af7e508714b
AZ6AR_13,1172d200ba5ec4da7a615652039f0732
AZ6AR_14,fb5d93c7bc617ed558d969c142f80a4f
AZ6AR_15,e70cda3bf0ba0da49012f5393c721dd9
B2WUH_1,f70fdf78f49f9f307636a82c229e153f
B2WUH_2,26bfa683bafe9a6ad4bce079efb38129
B2WUH_3,8f118ffbd59a14c7a626d7a03a78170e
B2WUH_4,b174742789a20ac8c71bc5fe62a991c7
B2WUH_5,f8dd5ab6203b47fb2096e96f93976f51
B2WUH_6,1a37d89fad971be2dd79fcbe411053f5
B2WUH_7,7b2dbec352cbbc0fe588e96d1c5d0034
B2WUH_8,ba45cd75bc7e99307a251bb485a068f6
B2WUH_9,00c0d1b901b7de8fb8fc3d107590c333
B2WUH_10,04720d75f8f253272801bde244270df9
B2WUH_11,6646d3ba0781c3a70eb52da375fa554d
B2WUH_12,d7e585316a9a56634532630908cf923d
B2WUH_13,98e36377d23ea7cfc1c402818007cabc
B2WUH_14,92f38ea1e0322cb5ce855df7fd5d08ad
B2WUH_15,a284e2dfc1dce32bc148fe60b7eb5f95
B3OKB_1,a1892673cb15e6e6f6f34a2eb8938f0e
B3OKB_2,10954ef5b68c1a4e3108837d10e458f1
B3OKB_3,b6c62a7edf2627de46fcad7395bad3ab
B3OKB_4,cde91a2a4df58addaed156268bbffb3d
B3OKB_5,a0334fc561efa288c07c7c4c968ea938
B3OKB_6,b27282147fcb8c598e94d84008f0f2b7
B3OKB_7,baa7d452424fd83e291c3052a4838b1a
B3OKB_8,f7926b4f92ee46d665f9d2ff07e8b32e
B3OKB_9,fe45fc37fbdcdfc8c4c530d3c1f4a084
B3OKB_10,0de94c0984f2c05576075576035ef704
B3OKB_11,fec79747013498f8f80ca71dac3f131f
B3OKB_12,aa3d0d7bc92e9eace5b3d3d7078cc3b6
B3OKB_13,5a0846d915013d51224768d440d637d9
B3OKB_14,2a460709d0703f1255f0b19f51e15c5a
B3OKB_15,9639f3a1c294093ff72ad93ecb986b18
B45BJ_1,cac871c20cc71a4a81d24e146832c7e5
B45BJ_2,8963ea909446f9be608bb773977153bd
B45BJ_3,73b74ee329e5ff806c961b3450512fe5
B45BJ_4,e61b1277a1a83a9fe724e881cd0cb931
B45BJ_5,51eb61f40885ee241123dcd46319c714
B45BJ_6,42a0ab250fc2c0f1ea642af453b67a53
B45BJ_7,e52844bbcbc807dd904fe35464c1a478
B45BJ_8,777d804a7392ccdba1517c6fb7c87019
B45BJ_9,e93e6098fbd9681a9feed8c3de43734f
B45BJ_10,0d8e6e929bffb0a55405eab28c6fddb0
B45BJ_11,ca9453653485a017301bbe65ffc897b3
B45BJ_12,9184d86936b7e3fa71a4a89a43278821
B45BJ_13,65dbf1b8b296735f87258cadcd35c74c
B45BJ_14,858238b18b58913794e2f0e4b9736f76
B45BJ_15,9c15016a6a7691afc13005f6b390574f
B50YA_1,5bc5d717f11247290994ffcd5cbda785
B50YA_2,b4d1765bba288bdedaab135c788855ff
BC9JR_1,849f5193d1fae7a3a4d9d22a2719f602
BC9JR_2,66010c705cfbc405650a9158705d4bf5
BC9JR_3,352155cee61f12e1abdae8fc0992c7c6
BC9JR_4,1420e43c48ed2907db9f7770c1757c34
BC9JR_5,b92787493c899cbcafd3d5a9bd91f588
BC9JR_6,151e3bf8084442ef0c458857be6618d7
BC9JR_7,7b375138714e7b0ccfcaab9a8e28a14e
BC9JR_8,0ce1b5d4455c60c8820a6e8809b28bbc
BC9JR_9,6438949b7850f41979b53c7b6906a037
BC9JR_10,dba364ea0c4258793eda1c3b648612b9
BC9JR_11,7f5f61c60b73250b750d7543ae467db2
BC9JR_12,bd2bfe7d60eee741173cbcacf9577894
BC9JR_13,b84dc70836ab72d59c79444c764390a5
BC9JR_14,5066df68741018d940a400d99f98cdb4
BC9JR_15,8e37dbe9eda0961e4b77a00759c1b957
BCFGX_1,37ce225b5e62bb0777fe46d90b4db3dc
BCFGX_2,77e2ec5bbd4a0ea095cc811940fc37b9
BCFGX_3,729a80c40ce87b4860dd8094786b22d9
BCFGX_4,5f17d5194dc78394122df1f6d2770e5b
BCFGX_5,6a85ca69b784ecae82325037fadb6d90
BCFGX_6,66d72f4f1133825b782b76e2e63138ba
BCFGX_7,8cf37cd79b0871eacaf4acf8909a8626
BCFGX_8,36ef007041e7f191eb6ddbfafc0f549d
BCFGX_9,13232dd24298a2600288455c0ccd5d21
BCFGX_10,9b8f95ecbce917f705283b0270409512
BCFGX_11,223c998cb901c2df1fae84931c285031
BCFGX_12,29bb7ebd5a0737894e205b134e3f93e1
BCFGX_13,50fdebfedc5625b5684292cb6835ee61
BCFGX_14,9525816eff384002a94572a79784fe45
BCFGX_15,b31efc5cd19c8b3482eeb2f3b2cfba67
BPUXY_1,15bb7d35c2a4db5ae5e5de4de209b12b
BPUXY_2,bda0bcfa4ecb4e469437c5371f6febfc
BPUXY_3,e4c8ba38db323b8bfd736df670ea9321
BPUXY_4,1dd59dbb18769c8eae50d880cbf60035
BPUXY_5,e2cd20ed1e09eb20c2f4e204815910bd
BPUXY_6,5a46fef259392f4cad082cfa4957b405
BPUXY_7,d59334375f25d95c78d720127534a908
BPUXY_8,948655bf3de12c739d068e22ddb4e018
BPUXY_9,66347aa2b8f222815729489609d3811f
BPUXY_10,9f9866f4a173118f1b0e5aca1de5714d
BPUXY_11,a9686a39b6d35a37b77a51fac079770c
BPUXY_12,ffbafa58bb682ff8ca6c527be25fc379
BPUXY_13,8ff801232308cb7d643995700a5f9447
BPUXY_14,0d0632ca8efb47ab37d74996e1f742c6
BPUXY_15,2c8374e7d564d9f1f8a63a4d9c286a9c
C1LJW_1,b6908a1e7d7d060e6c1d9d9ff55a11bb
C1LJW_2,67f8810a7309a3e4cd6b163e06656f96
C1LJW_3,654ac118348e14a9193c0c467c965db5
C1LJW_4,ff6a6432f27e3a6b2c9d48ca7a4288ee
C1LJW_5,3d00cc5a64b7173a2862055ceb4b35e4
C1LJW_6,4a4d61389c06fe925973bbafb8c8c23c
C1LJW_7,8952162a7765c4f1b2998a8b9e9c2288
C1LJW_8,bbd30eb1d399e846b5f8805fed1c0e12
C1LJW_9,3ff5b57071afc67c53a72703ca160b3c
C1LJW_10,bb29dec0d97fd00a66693af7e4bbc16c
C1LJW_11,ce2b285664eda8fe08c3e8254a9d5c8c
C1LJW_12,d6e23ae7bd0234eb973694c221a000a1
C1LJW_13,022c8c43e73f64d01f09e5f645036fc0
C1LJW_14,b0e88f29555fd34a46f37006efe0b972
C1LJW_15,06c9d6e232fc4c2142675e92bf821153
C68PP_1,f34c4712590049b4a3b041207324aa66
C68PP_2,74523bde6100a0be420cda87eff71a59
C68PP_3,0859b9d330334d7cf54ed4e2ac9f57a7
C68PP_4,c423f0098f662ad697e68df00bad4f30
C68PP_5,2789e6b4838bf48fbb8a3eb6149a3ee0
C68PP_6,4661466b31db3392b8dafcea5fea1e22
C68PP_7,c4923bc136b27b1427147c74887973da
C68PP_8,74f9dc4e1a5f84caa7cf28387c20b29e
C68PP_9,110ea685c2f870f55d0a0ba1a1f0f91f
C68PP_10,e37648a37fdfbf2243d7df51cce4871e
C68PP_11,8a84a877e0d53daec9c366addfbd21c7
C68PP_12,5aa2b760e11d9df6c663f1d446c9bb2d
C68PP_13,b3ed8f5423586980c198417df3b45239
C68PP_14,7014ef0a6a2881442820c3a5a172fc92
C68PP_15,d63b7c0e1a9d8a7e313151aac1c27d9f
CLCLF_1,7be704197cac651b77c4e9a5d57f7ec4
CLCLF_2,603d5b9d83768eafab95059ffae7e0c1
CLCLF_3,161ede142e15e8ccd200652f6638d21c
CLCLF_4,3e585a5b12c19f8e9e28cca1772c5a00
CLCLF_5,2a9a4945c99e53d34f2ec6a0566b3901
CLCLF_6,5fa8979eeda130fb18b409e17518cc89
CLCLF_7,288e133e572414970e91a0b790ecb5e9
CLCLF_8,81644651a96c38f928e8b2ca3f5351bd
CLCLF_9,fb199d80405683b125c96d24ad33615f
CLCLF_10,66ca005b3db2a93e4258abe9263e61b5
CLCLF_11,a53335057dc46eb1e1ac677ab9c1f0e2
CLCLF_12,c70ffd1d07ddabb7a5c6bda09074e752
CLCLF_13,59b097269868190bd413894b9862efc9
CLCLF_14,f0abca364912e9ff82dc9f7afd827a47
CLCLF_15,288d1a3fea848e2ad2eb7f2d52ca1cf2
D2B1E_1,206b4ba47fdc01c034bb218a703e6a3e
D2B1E_2,8f83842f8e3d79b57c2c7c0f2242eea0
D2B1E_3,bb036e4a63229257abdcf9c8c7c2ec53
D2B1E_4,0cd22cafc864a141fb1f07fbb5962de6
D2B1E_5,515b1d7db3d0bf8d3c82f399f047c298
D2B1E_6,8749d39a60808f1be69e002656cc1699
D2B1E_7,87c0a2758f4e6078e17e3e1db7fd9fa0
D2B1E_8,e92ba4f135687974f26d0b6a5221a413
D2B1E_9,d01847a399e4128809ae12fb2b047c80
D2B1E_10,553e342e01de7ef3df24591db01b0d67
D2B1E_11,2c8d2235c12fede39596efd482ed42ec
D2B1E_12,a697b153c5bbcb3ca7588ab746419ab0
D2B1E_13,4e8895514c4780e5a52924664187f6e4
D2B1E_14,1692e761e31bd758d9e48d28f280ee9b
D2B1E_15,ac457c25cf1a0727890f2201ae3d5755
D3NJD_1,6d4fc74660f4b4f414e06689156f7c54
D3NJD_2,6c89defae633744dba132ad48c73b669
D3NJD_3,f94e415729a25ae42d485f3f900629e9
D3NJD_4,9e45255c4ff96868654439e04726ccd6
D3NJD_5,baab1eae0b396682f1da3a55272b9815
D3NJD_6,f6af46fa6bb7a14df0ef4f050f58de8a
D3NJD_7,ac39f1446388d420021d82e28122f645
D3NJD_8,ceb08e2bc40d03a23f1370f972e914ed
D3NJD_9,213a6e3f8b8c0eb75b66bbc90b2c2aea
